Call_Unnamed: 0,Call_OI,Call_CHNG IN OI,Call_VOLUME,Call_IV,Call_LTP,Call_CHNG,Call_BID QTY,Call_BID,Call_ASK,Call_ASK QTY,STRIKE,Put_BID QTY.1,Put_BID.1,Put_ASK.1,Put_ASK QTY.1,Put_CHNG.1,Put_LTP.1,Put_IV.1,Put_VOLUME.1,Put_CHNG IN OI.1,Put_OI.1,Put_Unnamed: 22
,-,-,-,-,-,-,"17,000",71.15,75.0,"5,100",340.0,"3,400",0.45,0.65,"1,700",0.15,0.60,47.76,21,12,33,
,-,-,-,-,-,-,"8,500",61.55,65.05,"5,100",350.0,"3,400",0.60,1.00,"5,100",0.90,0.95,46.09,1,1,1,
,7,-,-,-,61.35,-,"11,900",52.25,55.6,"6,800",360.0,"1,700",1.10,1.45,"1,700",0.35,1.45,44.19,425,82,253,
,5,4,7,-,46.00,-4.85,"1,700",43.3,46.7,"1,700",370.0,"6,800",2.20,2.40,"3,400",0.50,2.35,43.19,300,-25,192,
,29,3,6,-,37.65,-5.70,"1,700",35.05,37.85,"3,400",380.0,"1,700",3.65,4.00,"3,400",0.90,3.85,42.87,795,17,514,
,42,18,41,18.27,28.50,-8.90,"6,800",27.3,30.45,"5,100",390.0,"1,700",6.05,6.40,"1,700",1.40,6.10,42.88,933,50,284,
,111,26,177,26.74,21.90,-5.85,"1,700",21.7,22.9,"3,400",400.0,"1,700",9.25,9.35,"1,700",2.15,9.40,43.57,"1,390",148,733,
,161,65,510,29.82,16.30,-4.85,"1,700",15.4,16.45,"1,700",410.0,"1,700",13.20,14.60,"1,700",2.80,13.50,43.91,955,46,364,
,689,285,"1,554",31.36,11.65,-4.20,"1,700",11.3,11.75,"1,700",420.0,"1,700",18.10,19.00,"1,700",3.65,18.70,44.70,988,-2,414,
,604,49,989,32.27,8.00,-3.40,"1,700",7.8,8.0,"3,400",430.0,"1,700",24.25,26.00,"1,700",4.90,25.50,47.34,323,3,313,
,616,23,954,32.77,5.25,-2.80,"1,700",5.1,5.3,"1,700",440.0,"1,700",31.40,33.40,"3,400",5.25,32.60,48.90,128,9,220,
,795,223,"1,554",33.46,3.40,-2.15,"3,400",3.35,3.5,"3,400",450.0,"1,700",39.20,42.00,"5,100",6.25,39.00,46.61,14,3,109,
,655,155,892,34.07,2.15,-1.55,"1,700",2.05,2.2,"1,700",460.0,"6,800",47.50,50.10,"3,400",7.70,48.35,51.58,31,5,46,
,464,58,458,35.08,1.40,-1.10,"6,800",1.3,1.5,"6,800",470.0,"8,500",56.75,59.95,"3,400",6.60,56.00,49.67,3,1,45,
,634,152,702,36.38,0.95,-0.70,"3,400",0.9,1.0,"15,300",480.0,"1,700",66.40,69.35,"3,400",3.85,65.10,51.68,2,-,178,
,161,4,149,37.63,0.65,-0.45,"15,300",0.6,0.7,"3,400",490.0,"6,800",75.70,79.15,"11,900",-,67.70,-,-,-,7,
,778,-23,308,40.22,0.55,-0.30,"13,600",0.45,0.55,"5,100",500.0,"1,700",85.70,88.55,"5,100",9.15,86.10,66.67,3,1,124,
,82,-7,27,42.36,0.45,-0.15,"1,700",0.35,0.45,"1,700",510.0,"6,800",95.25,98.80,"11,900",-,73.85,-,-,-,2,
,68,7,13,46.53,0.50,-,"1,700",0.25,0.45,"3,400",520.0,"1,700",105.00,107.75,"1,700",-,84.80,-,-,-,16,
,85,-,7,48.15,0.40,0.10,"47,600",0.2,0.35,"5,100",530.0,"6,800",115.00,118.60,"11,900",-,101.70,-,-,-,15,
,17,-,-,-,0.30,-,"51,000",0.2,0.3,"5,100",540.0,"6,800",125.15,128.50,"11,900",-,102.45,-,-,-,1,
,7,-,-,-,0.20,-,"5,100",0.2,0.65,"1,700",550.0,"5,100",135.10,138.95,"11,900",-,118.00,-,-,-,1,
,44,-,-,-,0.25,-,"1,700",0.15,0.3,"1,700",560.0,"5,100",144.60,148.80,"1,700",-,145.00,-,-,-,51,
,2,-,-,-,0.30,-,"1,700",0.15,1.2,"8,500",580.0,-,-,-,-,-,-,-,-,-,-,-
,3,-,-,-,0.40,-,"1,700",0.15,0.35,"1,700",590.0,-,-,-,-,-,-,-,-,-,-,-
,6,-,-,-,0.70,-,"3,400",0.15,0.3,"3,400",620.0,-,-,-,-,-,-,-,-,-,-,-
