Stock,Lot Size,Affordable Calls,Affordable Puts
AARTIIND,65,"[{'STRIKE PRICE': 440.0, 'CALL LTP': 35.0, 'CALL VOLUME': 74.0}, {'STRIKE PRICE': 445.0, 'CALL LTP': 30.95, 'CALL VOLUME': 37.0}, {'STRIKE PRICE': 450.0, 'CALL LTP': 27.1, 'CALL VOLUME': 896.0}, {'STRIKE PRICE': 455.0, 'CALL LTP': 23.25, 'CALL VOLUME': 89.0}, {'STRIKE PRICE': 460.0, 'CALL LTP': 20.45, 'CALL VOLUME': nan}, {'STRIKE PRICE': 465.0, 'CALL LTP': 17.5, 'CALL VOLUME': 510.0}, {'STRIKE PRICE': 470.0, 'CALL LTP': 14.9, 'CALL VOLUME': nan}, {'STRIKE PRICE': 475.0, 'CALL LTP': 12.55, 'CALL VOLUME': nan}, {'STRIKE PRICE': 480.0, 'CALL LTP': 10.5, 'CALL VOLUME': nan}, {'STRIKE PRICE': 485.0, 'CALL LTP': 8.45, 'CALL VOLUME': 381.0}, {'STRIKE PRICE': 490.0, 'CALL LTP': 7.15, 'CALL VOLUME': 615.0}, {'STRIKE PRICE': 495.0, 'CALL LTP': 5.85, 'CALL VOLUME': 118.0}, {'STRIKE PRICE': 500.0, 'CALL LTP': 5.0, 'CALL VOLUME': nan}, {'STRIKE PRICE': 505.0, 'CALL LTP': 4.05, 'CALL VOLUME': 138.0}, {'STRIKE PRICE': 510.0, 'CALL LTP': 3.3, 'CALL VOLUME': 304.0}, {'STRIKE PRICE': 520.0, 'CALL LTP': 2.45, 'CALL VOLUME': nan}, {'STRIKE PRICE': 530.0, 'CALL LTP': 1.75, 'CALL VOLUME': 316.0}, {'STRIKE PRICE': 540.0, 'CALL LTP': 1.25, 'CALL VOLUME': 34.0}]","[{'STRIKE PRICE': 330.0, 'PUT LTP': 0.2, 'PUT VOLUME': nan}, {'STRIKE PRICE': 340.0, 'PUT LTP': 0.95, 'PUT VOLUME': nan}, {'STRIKE PRICE': 350.0, 'PUT LTP': 0.2, 'PUT VOLUME': 2.0}, {'STRIKE PRICE': 355.0, 'PUT LTP': 0.25, 'PUT VOLUME': nan}, {'STRIKE PRICE': 360.0, 'PUT LTP': 0.55, 'PUT VOLUME': nan}, {'STRIKE PRICE': 370.0, 'PUT LTP': 0.55, 'PUT VOLUME': 5.0}, {'STRIKE PRICE': 375.0, 'PUT LTP': 1.1, 'PUT VOLUME': nan}, {'STRIKE PRICE': 380.0, 'PUT LTP': 0.7, 'PUT VOLUME': 66.0}, {'STRIKE PRICE': 385.0, 'PUT LTP': 1.65, 'PUT VOLUME': nan}, {'STRIKE PRICE': 390.0, 'PUT LTP': 0.75, 'PUT VOLUME': 55.0}, {'STRIKE PRICE': 395.0, 'PUT LTP': 1.4, 'PUT VOLUME': nan}, {'STRIKE PRICE': 400.0, 'PUT LTP': 0.85, 'PUT VOLUME': 190.0}, {'STRIKE PRICE': 405.0, 'PUT LTP': 1.0, 'PUT VOLUME': 38.0}, {'STRIKE PRICE': 410.0, 'PUT LTP': 1.15, 'PUT VOLUME': 159.0}, {'STRIKE PRICE': 415.0, 'PUT LTP': 1.45, 'PUT VOLUME': 18.0}, {'STRIKE PRICE': 420.0, 'PUT LTP': 1.8, 'PUT VOLUME': 194.0}, {'STRIKE PRICE': 425.0, 'PUT LTP': 2.15, 'PUT VOLUME': 71.0}, {'STRIKE PRICE': 430.0, 'PUT LTP': 2.65, 'PUT VOLUME': 338.0}, {'STRIKE PRICE': 435.0, 'PUT LTP': 3.25, 'PUT VOLUME': 86.0}, {'STRIKE PRICE': 440.0, 'PUT LTP': 3.95, 'PUT VOLUME': 447.0}, {'STRIKE PRICE': 445.0, 'PUT LTP': 4.95, 'PUT VOLUME': 202.0}, {'STRIKE PRICE': 450.0, 'PUT LTP': 6.15, 'PUT VOLUME': 803.0}, {'STRIKE PRICE': 455.0, 'PUT LTP': 7.55, 'PUT VOLUME': 220.0}, {'STRIKE PRICE': 460.0, 'PUT LTP': 9.5, 'PUT VOLUME': 564.0}, {'STRIKE PRICE': 465.0, 'PUT LTP': 11.3, 'PUT VOLUME': 571.0}, {'STRIKE PRICE': 470.0, 'PUT LTP': 13.75, 'PUT VOLUME': nan}, {'STRIKE PRICE': 475.0, 'PUT LTP': 16.5, 'PUT VOLUME': 564.0}, {'STRIKE PRICE': 480.0, 'PUT LTP': 19.25, 'PUT VOLUME': 324.0}, {'STRIKE PRICE': 485.0, 'PUT LTP': 22.45, 'PUT VOLUME': 12.0}, {'STRIKE PRICE': 490.0, 'PUT LTP': 26.0, 'PUT VOLUME': 49.0}, {'STRIKE PRICE': 495.0, 'PUT LTP': 26.95, 'PUT VOLUME': 12.0}, {'STRIKE PRICE': 500.0, 'PUT LTP': 34.4, 'PUT VOLUME': 68.0}, {'STRIKE PRICE': 505.0, 'PUT LTP': 34.45, 'PUT VOLUME': 2.0}]"
ABB,120,"[{'STRIKE PRICE': '6,700.00', 'CALL LTP': 18.35, 'CALL VOLUME': 246.0}, {'STRIKE PRICE': '6,800.00', 'CALL LTP': 14.1, 'CALL VOLUME': 153.0}, {'STRIKE PRICE': '6,900.00', 'CALL LTP': 6.75, 'CALL VOLUME': 5.0}, {'STRIKE PRICE': '7,000.00', 'CALL LTP': 8.75, 'CALL VOLUME': 927.0}, {'STRIKE PRICE': '7,100.00', 'CALL LTP': 5.75, 'CALL VOLUME': nan}, {'STRIKE PRICE': '7,200.00', 'CALL LTP': 6.5, 'CALL VOLUME': nan}, {'STRIKE PRICE': '7,300.00', 'CALL LTP': 3.9, 'CALL VOLUME': nan}, {'STRIKE PRICE': '7,400.00', 'CALL LTP': 3.25, 'CALL VOLUME': 13.0}, {'STRIKE PRICE': '7,500.00', 'CALL LTP': 4.0, 'CALL VOLUME': 1.0}, {'STRIKE PRICE': '8,000.00', 'CALL LTP': 3.3, 'CALL VOLUME': 21.0}, {'STRIKE PRICE': '8,200.00', 'CALL LTP': 3.0, 'CALL VOLUME': nan}]","[{'STRIKE PRICE': '4,200.00', 'PUT LTP': 5.7, 'PUT VOLUME': 21.0}, {'STRIKE PRICE': '4,400.00', 'PUT LTP': 7.4, 'PUT VOLUME': 39.0}, {'STRIKE PRICE': '4,500.00', 'PUT LTP': 9.8, 'PUT VOLUME': 64.0}, {'STRIKE PRICE': '4,600.00', 'PUT LTP': 10.3, 'PUT VOLUME': 170.0}, {'STRIKE PRICE': '4,700.00', 'PUT LTP': 16.15, 'PUT VOLUME': 26.0}, {'STRIKE PRICE': '4,800.00', 'PUT LTP': 20.2, 'PUT VOLUME': 267.0}]"
ABBOTINDIA,120,[],"[{'STRIKE PRICE': '24,500.00', 'PUT LTP': 19.95, 'PUT VOLUME': 2.0}]"
ABCAPITAL,120,"[{'STRIKE PRICE': 150.0, 'CALL LTP': 20.7, 'CALL VOLUME': 2.0}, {'STRIKE PRICE': 152.5, 'CALL LTP': 18.55, 'CALL VOLUME': nan}, {'STRIKE PRICE': 155.0, 'CALL LTP': 14.1, 'CALL VOLUME': nan}, {'STRIKE PRICE': 160.0, 'CALL LTP': 11.55, 'CALL VOLUME': 40.0}, {'STRIKE PRICE': 162.5, 'CALL LTP': 12.1, 'CALL VOLUME': nan}, {'STRIKE PRICE': 165.0, 'CALL LTP': 8.0, 'CALL VOLUME': 23.0}, {'STRIKE PRICE': 167.5, 'CALL LTP': 6.4, 'CALL VOLUME': 66.0}, {'STRIKE PRICE': 170.0, 'CALL LTP': 5.15, 'CALL VOLUME': 664.0}, {'STRIKE PRICE': 172.5, 'CALL LTP': 4.05, 'CALL VOLUME': 280.0}, {'STRIKE PRICE': 175.0, 'CALL LTP': 3.1, 'CALL VOLUME': 709.0}, {'STRIKE PRICE': 177.5, 'CALL LTP': 2.4, 'CALL VOLUME': 186.0}, {'STRIKE PRICE': 180.0, 'CALL LTP': 1.8, 'CALL VOLUME': 748.0}, {'STRIKE PRICE': 182.5, 'CALL LTP': 1.35, 'CALL VOLUME': 60.0}, {'STRIKE PRICE': 185.0, 'CALL LTP': 0.95, 'CALL VOLUME': 166.0}, {'STRIKE PRICE': 187.5, 'CALL LTP': 0.8, 'CALL VOLUME': 4.0}, {'STRIKE PRICE': 190.0, 'CALL LTP': 0.6, 'CALL VOLUME': 413.0}, {'STRIKE PRICE': 192.5, 'CALL LTP': 0.5, 'CALL VOLUME': 4.0}, {'STRIKE PRICE': 195.0, 'CALL LTP': 0.35, 'CALL VOLUME': 151.0}, {'STRIKE PRICE': 197.5, 'CALL LTP': 0.4, 'CALL VOLUME': nan}, {'STRIKE PRICE': 200.0, 'CALL LTP': 0.2, 'CALL VOLUME': 284.0}, {'STRIKE PRICE': 202.5, 'CALL LTP': 0.3, 'CALL VOLUME': nan}, {'STRIKE PRICE': 205.0, 'CALL LTP': 0.3, 'CALL VOLUME': 4.0}, {'STRIKE PRICE': 210.0, 'CALL LTP': 0.2, 'CALL VOLUME': 14.0}, {'STRIKE PRICE': 215.0, 'CALL LTP': 0.1, 'CALL VOLUME': 28.0}]","[{'STRIKE PRICE': 145.0, 'PUT LTP': 0.4, 'PUT VOLUME': 9.0}, {'STRIKE PRICE': 150.0, 'PUT LTP': 0.6, 'PUT VOLUME': 156.0}, {'STRIKE PRICE': 152.5, 'PUT LTP': 0.9, 'PUT VOLUME': 15.0}, {'STRIKE PRICE': 155.0, 'PUT LTP': 1.05, 'PUT VOLUME': 50.0}, {'STRIKE PRICE': 157.5, 'PUT LTP': 1.4, 'PUT VOLUME': 20.0}, {'STRIKE PRICE': 160.0, 'PUT LTP': 1.85, 'PUT VOLUME': 315.0}, {'STRIKE PRICE': 162.5, 'PUT LTP': 2.5, 'PUT VOLUME': 26.0}, {'STRIKE PRICE': 165.0, 'PUT LTP': 3.15, 'PUT VOLUME': 225.0}, {'STRIKE PRICE': 167.5, 'PUT LTP': 4.1, 'PUT VOLUME': 135.0}, {'STRIKE PRICE': 170.0, 'PUT LTP': 5.25, 'PUT VOLUME': 479.0}, {'STRIKE PRICE': 172.5, 'PUT LTP': 6.7, 'PUT VOLUME': 185.0}, {'STRIKE PRICE': 175.0, 'PUT LTP': 8.25, 'PUT VOLUME': 105.0}, {'STRIKE PRICE': 177.5, 'PUT LTP': 9.05, 'PUT VOLUME': nan}, {'STRIKE PRICE': 180.0, 'PUT LTP': 12.25, 'PUT VOLUME': 68.0}, {'STRIKE PRICE': 182.5, 'PUT LTP': 12.8, 'PUT VOLUME': nan}, {'STRIKE PRICE': 185.0, 'PUT LTP': 17.8, 'PUT VOLUME': nan}, {'STRIKE PRICE': 190.0, 'PUT LTP': 17.85, 'PUT VOLUME': 8.0}]"
ABFRL,75,"[{'STRIKE PRICE': 255.0, 'CALL LTP': 26.95, 'CALL VOLUME': 8.0}, {'STRIKE PRICE': 260.0, 'CALL LTP': 23.4, 'CALL VOLUME': 13.0}, {'STRIKE PRICE': 265.0, 'CALL LTP': 25.95, 'CALL VOLUME': nan}, {'STRIKE PRICE': 270.0, 'CALL LTP': 15.8, 'CALL VOLUME': 19.0}, {'STRIKE PRICE': 275.0, 'CALL LTP': 12.7, 'CALL VOLUME': 36.0}, {'STRIKE PRICE': 280.0, 'CALL LTP': 9.8, 'CALL VOLUME': 292.0}, {'STRIKE PRICE': 285.0, 'CALL LTP': 7.45, 'CALL VOLUME': 218.0}, {'STRIKE PRICE': 290.0, 'CALL LTP': 5.65, 'CALL VOLUME': 609.0}, {'STRIKE PRICE': 295.0, 'CALL LTP': 4.1, 'CALL VOLUME': 137.0}, {'STRIKE PRICE': 300.0, 'CALL LTP': 3.0, 'CALL VOLUME': 637.0}, {'STRIKE PRICE': 305.0, 'CALL LTP': 2.15, 'CALL VOLUME': 57.0}, {'STRIKE PRICE': 310.0, 'CALL LTP': 1.6, 'CALL VOLUME': 205.0}, {'STRIKE PRICE': 315.0, 'CALL LTP': 1.1, 'CALL VOLUME': 6.0}, {'STRIKE PRICE': 320.0, 'CALL LTP': 0.9, 'CALL VOLUME': 158.0}, {'STRIKE PRICE': 330.0, 'CALL LTP': 0.45, 'CALL VOLUME': 47.0}]","[{'STRIKE PRICE': 230.0, 'PUT LTP': 0.45, 'PUT VOLUME': nan}, {'STRIKE PRICE': 240.0, 'PUT LTP': 1.2, 'PUT VOLUME': 22.0}, {'STRIKE PRICE': 245.0, 'PUT LTP': 5.5, 'PUT VOLUME': nan}, {'STRIKE PRICE': 250.0, 'PUT LTP': 1.9, 'PUT VOLUME': 64.0}, {'STRIKE PRICE': 255.0, 'PUT LTP': 2.75, 'PUT VOLUME': 23.0}, {'STRIKE PRICE': 260.0, 'PUT LTP': 3.5, 'PUT VOLUME': 62.0}, {'STRIKE PRICE': 265.0, 'PUT LTP': 3.7, 'PUT VOLUME': nan}, {'STRIKE PRICE': 270.0, 'PUT LTP': 6.1, 'PUT VOLUME': 184.0}, {'STRIKE PRICE': 275.0, 'PUT LTP': 7.95, 'PUT VOLUME': 142.0}, {'STRIKE PRICE': 280.0, 'PUT LTP': 10.15, 'PUT VOLUME': 317.0}, {'STRIKE PRICE': 285.0, 'PUT LTP': 12.65, 'PUT VOLUME': 38.0}, {'STRIKE PRICE': 290.0, 'PUT LTP': 15.65, 'PUT VOLUME': 76.0}, {'STRIKE PRICE': 295.0, 'PUT LTP': 19.05, 'PUT VOLUME': 12.0}, {'STRIKE PRICE': 300.0, 'PUT LTP': 22.95, 'PUT VOLUME': 16.0}, {'STRIKE PRICE': 305.0, 'PUT LTP': 27.2, 'PUT VOLUME': 5.0}, {'STRIKE PRICE': 310.0, 'PUT LTP': 32.1, 'PUT VOLUME': 3.0}]"
ACC,75,"[{'STRIKE PRICE': '2,060.00', 'CALL LTP': 32.45, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,080.00', 'CALL LTP': 26.6, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,100.00', 'CALL LTP': 22.0, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,120.00', 'CALL LTP': 18.0, 'CALL VOLUME': 422.0}, {'STRIKE PRICE': '2,140.00', 'CALL LTP': 14.35, 'CALL VOLUME': 355.0}, {'STRIKE PRICE': '2,160.00', 'CALL LTP': 11.25, 'CALL VOLUME': 403.0}, {'STRIKE PRICE': '2,180.00', 'CALL LTP': 9.05, 'CALL VOLUME': 193.0}, {'STRIKE PRICE': '2,200.00', 'CALL LTP': 7.05, 'CALL VOLUME': 713.0}, {'STRIKE PRICE': '2,220.00', 'CALL LTP': 5.5, 'CALL VOLUME': 76.0}, {'STRIKE PRICE': '2,240.00', 'CALL LTP': 4.35, 'CALL VOLUME': 107.0}, {'STRIKE PRICE': '2,260.00', 'CALL LTP': 3.25, 'CALL VOLUME': 142.0}, {'STRIKE PRICE': '2,280.00', 'CALL LTP': 2.6, 'CALL VOLUME': 27.0}, {'STRIKE PRICE': '2,300.00', 'CALL LTP': 1.9, 'CALL VOLUME': 360.0}, {'STRIKE PRICE': '2,320.00', 'CALL LTP': 7.95, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,400.00', 'CALL LTP': 0.8, 'CALL VOLUME': 129.0}, {'STRIKE PRICE': '2,440.00', 'CALL LTP': 0.6, 'CALL VOLUME': 6.0}]","[{'STRIKE PRICE': '1,600.00', 'PUT LTP': 1.65, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,640.00', 'PUT LTP': 3.5, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,660.00', 'PUT LTP': 2.4, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,680.00', 'PUT LTP': 7.55, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,700.00', 'PUT LTP': 2.5, 'PUT VOLUME': 60.0}, {'STRIKE PRICE': '1,720.00', 'PUT LTP': 8.3, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,740.00', 'PUT LTP': 4.0, 'PUT VOLUME': 1.0}, {'STRIKE PRICE': '1,760.00', 'PUT LTP': 4.2, 'PUT VOLUME': 64.0}, {'STRIKE PRICE': '1,780.00', 'PUT LTP': 6.5, 'PUT VOLUME': 43.0}, {'STRIKE PRICE': '1,800.00', 'PUT LTP': 6.4, 'PUT VOLUME': 203.0}, {'STRIKE PRICE': '1,820.00', 'PUT LTP': 8.0, 'PUT VOLUME': 14.0}, {'STRIKE PRICE': '1,840.00', 'PUT LTP': 9.8, 'PUT VOLUME': 82.0}, {'STRIKE PRICE': '1,860.00', 'PUT LTP': 12.1, 'PUT VOLUME': 133.0}, {'STRIKE PRICE': '1,880.00', 'PUT LTP': 14.65, 'PUT VOLUME': 254.0}, {'STRIKE PRICE': '1,900.00', 'PUT LTP': 18.0, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,920.00', 'PUT LTP': 22.3, 'PUT VOLUME': 916.0}, {'STRIKE PRICE': '1,940.00', 'PUT LTP': 28.2, 'PUT VOLUME': 311.0}]"
ADANIENSOL,75,"[{'STRIKE PRICE': 780.0, 'CALL LTP': 29.2, 'CALL VOLUME': 659.0}, {'STRIKE PRICE': 800.0, 'CALL LTP': 20.7, 'CALL VOLUME': nan}, {'STRIKE PRICE': 820.0, 'CALL LTP': 14.2, 'CALL VOLUME': 561.0}, {'STRIKE PRICE': 840.0, 'CALL LTP': 9.75, 'CALL VOLUME': 399.0}, {'STRIKE PRICE': 860.0, 'CALL LTP': 7.0, 'CALL VOLUME': 410.0}, {'STRIKE PRICE': 880.0, 'CALL LTP': 5.25, 'CALL VOLUME': 70.0}, {'STRIKE PRICE': 900.0, 'CALL LTP': 3.7, 'CALL VOLUME': 559.0}, {'STRIKE PRICE': 920.0, 'CALL LTP': 3.0, 'CALL VOLUME': 18.0}, {'STRIKE PRICE': 960.0, 'CALL LTP': 2.0, 'CALL VOLUME': 44.0}]","[{'STRIKE PRICE': 600.0, 'PUT LTP': 0.95, 'PUT VOLUME': 46.0}, {'STRIKE PRICE': 640.0, 'PUT LTP': 2.2, 'PUT VOLUME': 59.0}, {'STRIKE PRICE': 660.0, 'PUT LTP': 2.6, 'PUT VOLUME': 66.0}, {'STRIKE PRICE': 680.0, 'PUT LTP': 4.2, 'PUT VOLUME': 48.0}, {'STRIKE PRICE': 700.0, 'PUT LTP': 6.7, 'PUT VOLUME': 134.0}, {'STRIKE PRICE': 720.0, 'PUT LTP': 10.0, 'PUT VOLUME': 87.0}, {'STRIKE PRICE': 740.0, 'PUT LTP': 16.0, 'PUT VOLUME': 271.0}, {'STRIKE PRICE': 760.0, 'PUT LTP': 22.1, 'PUT VOLUME': 247.0}, {'STRIKE PRICE': 780.0, 'PUT LTP': 31.95, 'PUT VOLUME': 224.0}]"
ADANIENT,25,"[{'STRIKE PRICE': '2,280.00', 'CALL LTP': 97.7, 'CALL VOLUME': 144.0}, {'STRIKE PRICE': '2,300.00', 'CALL LTP': 87.1, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,320.00', 'CALL LTP': 77.45, 'CALL VOLUME': 996.0}, {'STRIKE PRICE': '2,340.00', 'CALL LTP': 67.6, 'CALL VOLUME': 908.0}, {'STRIKE PRICE': '2,360.00', 'CALL LTP': 58.55, 'CALL VOLUME': 369.0}, {'STRIKE PRICE': '2,380.00', 'CALL LTP': 50.7, 'CALL VOLUME': 492.0}, {'STRIKE PRICE': '2,400.00', 'CALL LTP': 44.7, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,420.00', 'CALL LTP': 36.95, 'CALL VOLUME': 245.0}, {'STRIKE PRICE': '2,440.00', 'CALL LTP': 32.6, 'CALL VOLUME': 208.0}, {'STRIKE PRICE': '2,460.00', 'CALL LTP': 28.05, 'CALL VOLUME': 251.0}, {'STRIKE PRICE': '2,480.00', 'CALL LTP': 23.9, 'CALL VOLUME': 90.0}, {'STRIKE PRICE': '2,500.00', 'CALL LTP': 21.5, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,520.00', 'CALL LTP': 18.35, 'CALL VOLUME': 522.0}, {'STRIKE PRICE': '2,540.00', 'CALL LTP': 15.5, 'CALL VOLUME': 53.0}, {'STRIKE PRICE': '2,560.00', 'CALL LTP': 13.45, 'CALL VOLUME': 128.0}, {'STRIKE PRICE': '2,580.00', 'CALL LTP': 11.5, 'CALL VOLUME': 24.0}, {'STRIKE PRICE': '2,600.00', 'CALL LTP': 10.6, 'CALL VOLUME': 639.0}, {'STRIKE PRICE': '2,640.00', 'CALL LTP': 7.9, 'CALL VOLUME': 130.0}, {'STRIKE PRICE': '2,660.00', 'CALL LTP': 6.6, 'CALL VOLUME': 63.0}, {'STRIKE PRICE': '2,680.00', 'CALL LTP': 6.35, 'CALL VOLUME': 49.0}, {'STRIKE PRICE': '2,700.00', 'CALL LTP': 5.45, 'CALL VOLUME': 359.0}, {'STRIKE PRICE': '2,720.00', 'CALL LTP': 4.35, 'CALL VOLUME': 15.0}, {'STRIKE PRICE': '2,740.00', 'CALL LTP': 4.0, 'CALL VOLUME': 36.0}, {'STRIKE PRICE': '2,800.00', 'CALL LTP': 2.8, 'CALL VOLUME': 445.0}, {'STRIKE PRICE': '2,860.00', 'CALL LTP': 2.2, 'CALL VOLUME': 8.0}, {'STRIKE PRICE': '2,880.00', 'CALL LTP': 3.5, 'CALL VOLUME': nan}, {'STRIKE PRICE': '2,920.00', 'CALL LTP': 3.5, 'CALL VOLUME': 24.0}, {'STRIKE PRICE': '2,960.00', 'CALL LTP': 1.1, 'CALL VOLUME': 31.0}]","[{'STRIKE PRICE': '1,860.00', 'PUT LTP': 5.0, 'PUT VOLUME': 14.0}, {'STRIKE PRICE': '1,880.00', 'PUT LTP': 4.75, 'PUT VOLUME': 11.0}, {'STRIKE PRICE': '1,900.00', 'PUT LTP': 5.0, 'PUT VOLUME': 36.0}, {'STRIKE PRICE': '1,920.00', 'PUT LTP': 6.15, 'PUT VOLUME': 79.0}, {'STRIKE PRICE': '1,940.00', 'PUT LTP': 7.0, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,960.00', 'PUT LTP': 8.65, 'PUT VOLUME': nan}, {'STRIKE PRICE': '1,980.00', 'PUT LTP': 8.45, 'PUT VOLUME': 7.0}, {'STRIKE PRICE': '2,000.00', 'PUT LTP': 9.5, 'PUT VOLUME': 937.0}, {'STRIKE PRICE': '2,020.00', 'PUT LTP': 9.9, 'PUT VOLUME': 53.0}, {'STRIKE PRICE': '2,040.00', 'PUT LTP': 12.1, 'PUT VOLUME': 13.0}, {'STRIKE PRICE': '2,060.00', 'PUT LTP': 13.3, 'PUT VOLUME': 88.0}, {'STRIKE PRICE': '2,080.00', 'PUT LTP': 14.75, 'PUT VOLUME': 67.0}, {'STRIKE PRICE': '2,100.00', 'PUT LTP': 16.7, 'PUT VOLUME': 442.0}, {'STRIKE PRICE': '2,120.00', 'PUT LTP': 18.75, 'PUT VOLUME': 19.0}, {'STRIKE PRICE': '2,140.00', 'PUT LTP': 21.1, 'PUT VOLUME': 59.0}, {'STRIKE PRICE': '2,160.00', 'PUT LTP': 24.5, 'PUT VOLUME': 114.0}, {'STRIKE PRICE': '2,180.00', 'PUT LTP': 29.4, 'PUT VOLUME': 233.0}, {'STRIKE PRICE': '2,200.00', 'PUT LTP': 32.6, 'PUT VOLUME': nan}, {'STRIKE PRICE': '2,220.00', 'PUT LTP': 38.2, 'PUT VOLUME': 147.0}, {'STRIKE PRICE': '2,240.00', 'PUT LTP': 45.0, 'PUT VOLUME': 181.0}, {'STRIKE PRICE': '2,260.00', 'PUT LTP': 50.15, 'PUT VOLUME': 280.0}, {'STRIKE PRICE': '2,280.00', 'PUT LTP': 57.65, 'PUT VOLUME': 416.0}, {'STRIKE PRICE': '2,300.00', 'PUT LTP': 65.7, 'PUT VOLUME': nan}, {'STRIKE PRICE': '2,320.00', 'PUT LTP': 75.65, 'PUT VOLUME': 703.0}, {'STRIKE PRICE': '2,340.00', 'PUT LTP': 84.05, 'PUT VOLUME': 461.0}, {'STRIKE PRICE': '2,360.00', 'PUT LTP': 97.95, 'PUT VOLUME': 101.0}]"
ADANIGREEN,25,"[{'STRIKE PRICE': '920.00', 'CALL LTP': 86.85, 'CALL VOLUME': 42.0}, {'STRIKE PRICE': '940.00', 'CALL LTP': 73.75, 'CALL VOLUME': 30.0}, {'STRIKE PRICE': '960.00', 'CALL LTP': 60.4, 'CALL VOLUME': 90.0}, {'STRIKE PRICE': '980.00', 'CALL LTP': 50.0, 'CALL VOLUME': 345.0}, {'STRIKE PRICE': '1,000.00', 'CALL LTP': 40.95, 'CALL VOLUME': nan}, {'STRIKE PRICE': '1,020.00', 'CALL LTP': 33.0, 'CALL VOLUME': nan}, {'STRIKE PRICE': '1,040.00', 'CALL LTP': 26.85, 'CALL VOLUME': 849.0}, {'STRIKE PRICE': '1,060.00', 'CALL LTP': 21.2, 'CALL VOLUME': 715.0}, {'STRIKE PRICE': '1,080.00', 'CALL LTP': 17.0, 'CALL VOLUME': 475.0}, {'STRIKE PRICE': '1,100.00', 'CALL LTP': 13.7, 'CALL VOLUME': nan}, {'STRIKE PRICE': '1,120.00', 'CALL LTP': 10.75, 'CALL VOLUME': 232.0}, {'STRIKE PRICE': '1,140.00', 'CALL LTP': 9.25, 'CALL VOLUME': 252.0}, {'STRIKE PRICE': '1,160.00', 'CALL LTP': 6.7, 'CALL VOLUME': 58.0}, {'STRIKE PRICE': '1,180.00', 'CALL LTP': 6.0, 'CALL VOLUME': 33.0}, {'STRIKE PRICE': '1,200.00', 'CALL LTP': 4.5, 'CALL VOLUME': 642.0}, {'STRIKE PRICE': '1,240.00', 'CALL LTP': 3.05, 'CALL VOLUME': 84.0}, {'STRIKE PRICE': '1,260.00', 'CALL LTP': 2.9, 'CALL VOLUME': 103.0}, {'STRIKE PRICE': '1,280.00', 'CALL LTP': 2.7, 'CALL VOLUME': 544.0}, {'STRIKE PRICE': '1,400.00', 'CALL LTP': 1.55, 'CALL VOLUME': 135.0}]","[{'STRIKE PRICE': '680.00', 'PUT LTP': 1.0, 'PUT VOLUME': 4.0}, {'STRIKE PRICE': '720.00', 'PUT LTP': 1.0, 'PUT VOLUME': 17.0}, {'STRIKE PRICE': '760.00', 'PUT LTP': 1.7, 'PUT VOLUME': 97.0}, {'STRIKE PRICE': '800.00', 'PUT LTP': 2.95, 'PUT VOLUME': 233.0}, {'STRIKE PRICE': '820.00', 'PUT LTP': 3.25, 'PUT VOLUME': 17.0}, {'STRIKE PRICE': '840.00', 'PUT LTP': 5.25, 'PUT VOLUME': 150.0}, {'STRIKE PRICE': '860.00', 'PUT LTP': 7.35, 'PUT VOLUME': 7.0}, {'STRIKE PRICE': '880.00', 'PUT LTP': 10.25, 'PUT VOLUME': 67.0}, {'STRIKE PRICE': '900.00', 'PUT LTP': 14.1, 'PUT VOLUME': 429.0}, {'STRIKE PRICE': '920.00', 'PUT LTP': 19.1, 'PUT VOLUME': 132.0}, {'STRIKE PRICE': '940.00', 'PUT LTP': 25.45, 'PUT VOLUME': 130.0}, {'STRIKE PRICE': '960.00', 'PUT LTP': 33.9, 'PUT VOLUME': 610.0}, {'STRIKE PRICE': '980.00', 'PUT LTP': 42.65, 'PUT VOLUME': 379.0}, {'STRIKE PRICE': '1,000.00', 'PUT LTP': 53.1, 'PUT VOLUME': 766.0}, {'STRIKE PRICE': '1,020.00', 'PUT LTP': 64.2, 'PUT VOLUME': 291.0}, {'STRIKE PRICE': '1,040.00', 'PUT LTP': 77.5, 'PUT VOLUME': 33.0}, {'STRIKE PRICE': '1,060.00', 'PUT LTP': 94.7, 'PUT VOLUME': 77.0}]"
